id,counts,density,name,acronym
0,0,0,b'background',b'background',b'background',b'background',b'background',b'background',b'background',b'background',b'background'
896,0,0,"b'Parabrachial nucleus, lateral division, superior lateral part'",b'PBls',b'PBls',b'PBl',b'PB',b'P-sen',b'P',b'HB',b'BS'
897,0,0,"b'Parabrachial nucleus, lateral division, ventral lateral part'",b'PBlv',b'PBlv',b'PBl',b'PB',b'P-sen',b'P',b'HB',b'BS'
898,0,0,"b'Parabrachial nucleus, medial division'",b'PBm',b'PBm',b'PBm',b'PB',b'P-sen',b'P',b'HB',b'BS'
899,0,0,"b'Parabrachial nucleus, medial division, external medial part'",b'PBme',b'PBme',b'PBm',b'PB',b'P-sen',b'P',b'HB',b'BS'
900,0,0,"b'Parabrachial nucleus, medial division, medial medial part'",b'PBmm',b'PBmm',b'PBm',b'PB',b'P-sen',b'P',b'HB',b'BS'
901,0,0,"b'Parabrachial nucleus, medial division, ventral medial part'",b'PBmv',b'PBmv',b'PBm',b'PB',b'P-sen',b'P',b'HB',b'BS'
902,0,0,b'Superior olivary complex',b'SOC',b'SOC',b'SOC',b'SOC',b'P-sen',b'P',b'HB',b'BS'
903,0,0,"b'Superior olivary complex, periolivary region'",b'POR',b'POR',b'POR',b'SOC',b'P-sen',b'P',b'HB',b'BS'
904,0,0,"b'Superior olivary complex, medial part'",b'SOCm',b'SOCm',b'SOCm',b'SOC',b'P-sen',b'P',b'HB',b'BS'
905,0,0,"b'Superior olivary complex, lateral part'",b'SOCl',b'SOCl',b'SOCl',b'SOC',b'P-sen',b'P',b'HB',b'BS'
906,0,0,"b'Pons, motor related'",b'P-mot',b'P-mot',b'P-mot',b'P-mot',b'P-mot',b'P',b'HB',b'BS'
907,0,0,b'Barrington's nucleus',b'B',b'B',b'B',b'B',b'P-mot',b'P',b'HB',b'BS'
908,0,0,b'Dorsal tegmental nucleus',b'DTN',b'DTN',b'DTN',b'DTN',b'P-mot',b'P',b'HB',b'BS'
909,0,0,b'Lateral tegmental nucleus',b'LTN',b'LTN',b'LTN',b'LTN',b'P-mot',b'P',b'HB',b'BS'
910,0,0,b'Posterodorsal tegmental nucleus',b'PDTg',b'PDTg',b'PDTg',b'PDTg',b'P-mot',b'P',b'HB',b'BS'
911,0,0,b'Pontine central gray',b'PCG',b'PCG',b'PCG',b'PCG',b'P-mot',b'P',b'HB',b'BS'
912,0,0,b'Pontine gray',b'PG',b'PG',b'PG',b'PG',b'P-mot',b'P',b'HB',b'BS'
913,0,0,"b'Pontine reticular nucleus, caudal part'",b'PRNc',b'PRNc',b'PRNc',b'PRNc',b'P-mot',b'P',b'HB',b'BS'
914,0,0,"b'Pontine reticular nucleus, ventral part'",b'PRNv',b'PRNv',b'PRNv',b'PRNv',b'P-mot',b'P',b'HB',b'BS'
915,0,0,b'Supragenual nucleus',b'SG',b'SG',b'SG',b'SG',b'P-mot',b'P',b'HB',b'BS'
916,0,0,b'Superior salivatory nucleus',b'SSN',b'SSN',b'SSN',b'SSN',b'P-mot',b'P',b'HB',b'BS'
917,0,0,b'Supratrigeminal nucleus',b'SUT',b'SUT',b'SUT',b'SUT',b'P-mot',b'P',b'HB',b'BS'
918,0,0,b'Tegmental reticular nucleus',b'TRN',b'TRN',b'TRN',b'TRN',b'P-mot',b'P',b'HB',b'BS'
919,0,0,b'Motor nucleus of trigeminal',b'V',b'V',b'V',b'V',b'P-mot',b'P',b'HB',b'BS'
920,0,0,b'Peritrigeminal zone',b'P5',b'P5',b'P5',b'P5',b'P-mot',b'P',b'HB',b'BS'
921,0,0,b'Accessory trigeminal nucleus',b'Acs5',b'Acs5',b'Acs5',b'Acs5',b'P-mot',b'P',b'HB',b'BS'
922,0,0,b'Parvicellular motor 5 nucleus',b'PC5',b'PC5',b'PC5',b'PC5',b'P-mot',b'P',b'HB',b'BS'
923,0,0,b'Intertrigeminal nucleus',b'I5',b'I5',b'I5',b'I5',b'P-mot',b'P',b'HB',b'BS'
924,0,0,"b'Pons, behavioral state related'",b'P-sat',b'P-sat',b'P-sat',b'P-sat',b'P-sat',b'P',b'HB',b'BS'
925,0,0,b'Superior central nucleus raphe',b'CS',b'CS',b'CS',b'CS',b'P-sat',b'P',b'HB',b'BS'
926,0,0,"b'Superior central nucleus raphe, lateral part'",b'CSl',b'CSl',b'CSl',b'CS',b'P-sat',b'P',b'HB',b'BS'
927,0,0,"b'Superior central nucleus raphe, medial part'",b'CSm',b'CSm',b'CSm',b'CS',b'P-sat',b'P',b'HB',b'BS'
928,0,0,b'Locus ceruleus',b'LC',b'LC',b'LC',b'LC',b'P-sat',b'P',b'HB',b'BS'
929,0,0,b'Laterodorsal tegmental nucleus',b'LDT',b'LDT',b'LDT',b'LDT',b'P-sat',b'P',b'HB',b'BS'
930,0,0,b'Nucleus incertus',b'NI',b'NI',b'NI',b'NI',b'P-sat',b'P',b'HB',b'BS'
931,0,0,b'Pontine reticular nucleus',b'PRNr',b'PRNr',b'PRNr',b'PRNr',b'P-sat',b'P',b'HB',b'BS'
932,0,0,b'Nucleus raphe pontis',b'RPO',b'RPO',b'RPO',b'RPO',b'P-sat',b'P',b'HB',b'BS'
933,0,0,b'Subceruleus nucleus',b'SLC',b'SLC',b'SLC',b'SLC',b'P-sat',b'P',b'HB',b'BS'
934,0,0,b'Sublaterodorsal nucleus',b'SLD',b'SLD',b'SLD',b'SLD',b'P-sat',b'P',b'HB',b'BS'
935,0,0,b'Medulla',b'MY',b'MY',b'MY',b'MY',b'MY',b'MY',b'HB',b'BS'
936,0,0,"b'Medulla, sensory related'",b'MY-sen',b'MY-sen',b'MY-sen',b'MY-sen',b'MY-sen',b'MY',b'HB',b'BS'
937,0,0,b'Area postrema',b'AP',b'AP',b'AP',b'AP',b'MY-sen',b'MY',b'HB',b'BS'
938,0,0,b'Cochlear nuclei',b'CN',b'CN',b'CN',b'CN',b'MY-sen',b'MY',b'HB',b'BS'
939,0,0,b'Granular lamina of the cochlear nuclei',b'CNlam',b'CNlam',b'CNlam',b'CN',b'MY-sen',b'MY',b'HB',b'BS'
940,0,0,"b'Cochlear nucleus, subpedunclular granular region'",b'CNspg',b'CNspg',b'CNspg',b'CN',b'MY-sen',b'MY',b'HB',b'BS'
941,0,0,b'Dorsal cochlear nucleus',b'DCO',b'DCO',b'DCO',b'CN',b'MY-sen',b'MY',b'HB',b'BS'
942,0,0,b'Ventral cochlear nucleus',b'VCO',b'VCO',b'VCO',b'CN',b'MY-sen',b'MY',b'HB',b'BS'
943,0,0,b'Dorsal column nuclei',b'DCN',b'DCN',b'DCN',b'DCN',b'MY-sen',b'MY',b'HB',b'BS'
944,0,0,b'Cuneate nucleus',b'CU',b'CU',b'CU',b'DCN',b'MY-sen',b'MY',b'HB',b'BS'
945,0,0,b'Gracile nucleus',b'GR',b'GR',b'GR',b'DCN',b'MY-sen',b'MY',b'HB',b'BS'
946,0,0,b'External cuneate nucleus',b'ECU',b'ECU',b'ECU',b'ECU',b'MY-sen',b'MY',b'HB',b'BS'
947,0,0,b'Nucleus of the trapezoid body',b'NTB',b'NTB',b'NTB',b'NTB',b'MY-sen',b'MY',b'HB',b'BS'
948,0,0,b'Nucleus of the solitary tract',b'NTS',b'NTS',b'NTS',b'NTS',b'MY-sen',b'MY',b'HB',b'BS'
949,0,0,"b'Nucleus of the solitary tract, central part'",b'NTSce',b'NTSce',b'NTSce',b'NTS',b'MY-sen',b'MY',b'HB',b'BS'
950,0,0,"b'Nucleus of the solitary tract, commissural part'",b'NTSco',b'NTSco',b'NTSco',b'NTS',b'MY-sen',b'MY',b'HB',b'BS'
951,0,0,"b'Nucleus of the solitary tract, gelatinous part'",b'NTSge',b'NTSge',b'NTSge',b'NTS',b'MY-sen',b'MY',b'HB',b'BS'
952,0,0,"b'Nucleus of the solitary tract, lateral part'",b'NTSl',b'NTSl',b'NTSl',b'NTS',b'MY-sen',b'MY',b'HB',b'BS'
953,0,0,"b'Nucleus of the solitary tract, medial part'",b'NTSm',b'NTSm',b'NTSm',b'NTS',b'MY-sen',b'MY',b'HB',b'BS'
954,0,0,"b'Spinal nucleus of the trigeminal, caudal part'",b'SPVC',b'SPVC',b'SPVC',b'SPVC',b'MY-sen',b'MY',b'HB',b'BS'
955,0,0,"b'Spinal nucleus of the trigeminal, interpolar part'",b'SPVI',b'SPVI',b'SPVI',b'SPVI',b'MY-sen',b'MY',b'HB',b'BS'
956,0,0,"b'Spinal nucleus of the trigeminal, oral part'",b'SPVO',b'SPVO',b'SPVO',b'SPVO',b'MY-sen',b'MY',b'HB',b'BS'
957,0,0,"b'Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part'",b'SPVOcdm',b'SPVOcdm',b'SPVOcdm',b'SPVO',b'MY-sen',b'MY',b'HB',b'BS'
958,0,0,"b'Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone'",b'SPVOmdmd',b'SPVOmdmd',b'SPVOmdmd',b'SPVO',b'MY-sen',b'MY',b'HB',b'BS'
959,0,0,"b'Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone'",b'SPVOmdmv',b'SPVOmdmv',b'SPVOmdmv',b'SPVO',b'MY-sen',b'MY',b'HB',b'BS'
960,0,0,"b'Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part'",b'SPVOrdm',b'SPVOrdm',b'SPVOrdm',b'SPVO',b'MY-sen',b'MY',b'HB',b'BS'
961,0,0,"b'Spinal nucleus of the trigeminal, oral part, ventrolateral part'",b'SPVOvl',b'SPVOvl',b'SPVOvl',b'SPVO',b'MY-sen',b'MY',b'HB',b'BS'
962,0,0,b'Paratrigeminal nucleus',b'Pa5',b'Pa5',b'Pa5',b'Pa5',b'MY-sen',b'MY',b'HB',b'BS'
963,0,0,b'Nucleus z',b'z',b'z',b'z',b'z',b'MY-sen',b'MY',b'HB',b'BS'
964,0,0,"b'Medulla, motor related'",b'MY-mot',b'MY-mot',b'MY-mot',b'MY-mot',b'MY-mot',b'MY',b'HB',b'BS'
965,0,0,b'Abducens nucleus',b'VI',b'VI',b'VI',b'VI',b'MY-mot',b'MY',b'HB',b'BS'
966,0,0,b'Accessory abducens nucleus',b'ACVI',b'ACVI',b'ACVI',b'ACVI',b'MY-mot',b'MY',b'HB',b'BS'
967,0,0,b'Facial motor nucleus',b'VII',b'VII',b'VII',b'VII',b'MY-mot',b'MY',b'HB',b'BS'
968,0,0,b'Accessory facial motor nucleus',b'ACVII',b'ACVII',b'ACVII',b'ACVII',b'MY-mot',b'MY',b'HB',b'BS'
969,0,0,b'Efferent vestibular nucleus',b'EV',b'EV',b'EV',b'EV',b'MY-mot',b'MY',b'HB',b'BS'
970,0,0,b'Nucleus ambiguus',b'AMB',b'AMB',b'AMB',b'AMB',b'MY-mot',b'MY',b'HB',b'BS'
971,0,0,"b'Nucleus ambiguus, dorsal division'",b'AMBd',b'AMBd',b'AMBd',b'AMB',b'MY-mot',b'MY',b'HB',b'BS'
972,0,0,"b'Nucleus ambiguus, ventral division'",b'AMBv',b'AMBv',b'AMBv',b'AMB',b'MY-mot',b'MY',b'HB',b'BS'
973,0,0,b'Dorsal motor nucleus of the vagus nerve',b'DMX',b'DMX',b'DMX',b'DMX',b'MY-mot',b'MY',b'HB',b'BS'
974,0,0,b'Efferent cochlear group',b'ECO',b'ECO',b'ECO',b'ECO',b'MY-mot',b'MY',b'HB',b'BS'
975,0,0,b'Gigantocellular reticular nucleus',b'GRN',b'GRN',b'GRN',b'GRN',b'MY-mot',b'MY',b'HB',b'BS'
976,0,0,b'Infracerebellar nucleus',b'ICB',b'ICB',b'ICB',b'ICB',b'MY-mot',b'MY',b'HB',b'BS'
977,0,0,b'Inferior olivary complex',b'IO',b'IO',b'IO',b'IO',b'MY-mot',b'MY',b'HB',b'BS'
978,0,0,b'Intermediate reticular nucleus',b'IRN',b'IRN',b'IRN',b'IRN',b'MY-mot',b'MY',b'HB',b'BS'
979,0,0,b'Inferior salivatory nucleus',b'ISN',b'ISN',b'ISN',b'ISN',b'MY-mot',b'MY',b'HB',b'BS'
980,0,0,b'Linear nucleus of the medulla',b'LIN',b'LIN',b'LIN',b'LIN',b'MY-mot',b'MY',b'HB',b'BS'
981,0,0,b'Lateral reticular nucleus',b'LRN',b'LRN',b'LRN',b'LRN',b'MY-mot',b'MY',b'HB',b'BS'
982,0,0,"b'Lateral reticular nucleus, magnocellular part'",b'LRNm',b'LRNm',b'LRNm',b'LRN',b'MY-mot',b'MY',b'HB',b'BS'
983,0,0,"b'Lateral reticular nucleus, parvicellular part'",b'LRNp',b'LRNp',b'LRNp',b'LRN',b'MY-mot',b'MY',b'HB',b'BS'
984,0,0,b'Magnocellular reticular nucleus',b'MARN',b'MARN',b'MARN',b'MARN',b'MY-mot',b'MY',b'HB',b'BS'
985,0,0,b'Medullary reticular nucleus',b'MDRN',b'MDRN',b'MDRN',b'MDRN',b'MY-mot',b'MY',b'HB',b'BS'
986,0,0,"b'Medullary reticular nucleus, dorsal part'",b'MDRNd',b'MDRNd',b'MDRNd',b'MDRN',b'MY-mot',b'MY',b'HB',b'BS'
987,0,0,"b'Medullary reticular nucleus, ventral part'",b'MDRNv',b'MDRNv',b'MDRNv',b'MDRN',b'MY-mot',b'MY',b'HB',b'BS'
988,0,0,b'Parvicellular reticular nucleus',b'PARN',b'PARN',b'PARN',b'PARN',b'MY-mot',b'MY',b'HB',b'BS'
989,0,0,b'Parasolitary nucleus',b'PAS',b'PAS',b'PAS',b'PAS',b'MY-mot',b'MY',b'HB',b'BS'
990,0,0,b'Paragigantocellular reticular nucleus',b'PGRN',b'PGRN',b'PGRN',b'PGRN',b'MY-mot',b'MY',b'HB',b'BS'
991,0,0,"b'Paragigantocellular reticular nucleus, dorsal part'",b'PGRNd',b'PGRNd',b'PGRNd',b'PGRN',b'MY-mot',b'MY',b'HB',b'BS'
992,0,0,"b'Paragigantocellular reticular nucleus, lateral part'",b'PGRNl',b'PGRNl',b'PGRNl',b'PGRN',b'MY-mot',b'MY',b'HB',b'BS'
993,0,0,b'Perihypoglossal nuclei',b'PHY',b'PHY',b'PHY',b'PHY',b'MY-mot',b'MY',b'HB',b'BS'
994,0,0,b'Nucleus intercalatus',b'NIS',b'NIS',b'NIS',b'PHY',b'MY-mot',b'MY',b'HB',b'BS'
995,0,0,b'Nucleus of Roller',b'NR',b'NR',b'NR',b'PHY',b'MY-mot',b'MY',b'HB',b'BS'
996,0,0,b'Nucleus prepositus',b'PRP',b'PRP',b'PRP',b'PHY',b'MY-mot',b'MY',b'HB',b'BS'
997,0,0,b'Paramedian reticular nucleus',b'PMR',b'PMR',b'PMR',b'PMR',b'MY-mot',b'MY',b'HB',b'BS'
998,0,0,b'Parapyramidal nucleus',b'PPY',b'PPY',b'PPY',b'PPY',b'MY-mot',b'MY',b'HB',b'BS'
999,0,0,"b'Parapyramidal nucleus, deep part'",b'PPYd',b'PPYd',b'PPYd',b'PPY',b'MY-mot',b'MY',b'HB',b'BS'
1000,0,0,"b'Parapyramidal nucleus, superficial part'",b'PPYs',b'PPYs',b'PPYs',b'PPY',b'MY-mot',b'MY',b'HB',b'BS'
1001,0,0,b'Vestibular nuclei',b'VNC',b'VNC',b'VNC',b'VNC',b'MY-mot',b'MY',b'HB',b'BS'
1002,0,0,b'Lateral vestibular nucleus',b'LAV',b'LAV',b'LAV',b'VNC',b'MY-mot',b'MY',b'HB',b'BS'
1003,0,0,b'Medial vestibular nucleus',b'MV',b'MV',b'MV',b'VNC',b'MY-mot',b'MY',b'HB',b'BS'
1004,0,0,b'Spinal vestibular nucleus',b'SPIV',b'SPIV',b'SPIV',b'VNC',b'MY-mot',b'MY',b'HB',b'BS'
1005,0,0,b'Superior vestibular nucleus',b'SUV',b'SUV',b'SUV',b'VNC',b'MY-mot',b'MY',b'HB',b'BS'
1006,0,0,b'Nucleus x',b'x',b'x',b'x',b'x',b'MY-mot',b'MY',b'HB',b'BS'
1007,0,0,b'Hypoglossal nucleus',b'XII',b'XII',b'XII',b'XII',b'MY-mot',b'MY',b'HB',b'BS'
1008,0,0,b'Nucleus y',b'y',b'y',b'y',b'y',b'MY-mot',b'MY',b'HB',b'BS'
1009,0,0,b'Interstitial nucleus of the vestibular nerve',b'INV',b'INV',b'INV',b'INV',b'MY-mot',b'MY',b'HB',b'BS'
1010,0,0,"b'Medulla, behavioral state related'",b'MY-sat',b'MY-sat',b'MY-sat',b'MY-sat',b'MY-sat',b'MY',b'HB',b'BS'
1011,0,0,b'Nucleus raphe magnus',b'RM',b'RM',b'RM',b'RM',b'MY-sat',b'MY',b'HB',b'BS'
1012,0,0,b'Nucleus raphe pallidus',b'RPA',b'RPA',b'RPA',b'RPA',b'MY-sat',b'MY',b'HB',b'BS'
1013,0,0,b'Nucleus raphe obscurus',b'RO',b'RO',b'RO',b'RO',b'MY-sat',b'MY',b'HB',b'BS'
1014,0,0,b'Cerebellum',b'CB',b'CB',b'CB',b'CB',b'CB',b'CB',b'CB',b'CB'
1015,0,0,b'Cerebellar cortex',b'CBX',b'CBX',b'CBX',b'CBX',b'CBX',b'CBX',b'CBX',b'CB'
1016,0,0,"b'Cerebellar cortex, molecular layer'",b'CBXmo',b'CBXmo',b'CBXmo',b'CBXmo',b'CBXmo',b'CBXmo',b'CBX',b'CB'
1017,0,0,"b'Cerebellar cortex, Purkinje layer'",b'CBXpu',b'CBXpu',b'CBXpu',b'CBXpu',b'CBXpu',b'CBXpu',b'CBX',b'CB'
1018,0,0,"b'Cerebellar cortex, granular layer'",b'CBXgr',b'CBXgr',b'CBXgr',b'CBXgr',b'CBXgr',b'CBXgr',b'CBX',b'CB'
1019,0,0,b'Vermal regions',b'VERM',b'VERM',b'VERM',b'VERM',b'VERM',b'VERM',b'CBX',b'CB'
1020,0,0,b'Lingula (I)',b'LING',b'LING',b'LING',b'LING',b'LING',b'VERM',b'CBX',b'CB'
1021,0,0,"b'Lingula (I), molecular layer'",b'LINGmo',b'LINGmo',b'LINGmo',b'LINGmo',b'LING',b'VERM',b'CBX',b'CB'
1022,0,0,"b'Lingula (I), Purkinje layer'",b'LINGpu',b'LINGpu',b'LINGpu',b'LINGpu',b'LING',b'VERM',b'CBX',b'CB'
1023,0,0,"b'Lingula (I), granular layer'",b'LINGgr',b'LINGgr',b'LINGgr',b'LINGgr',b'LING',b'VERM',b'CBX',b'CB'
1024,0,0,b'Central lobule',b'CENT',b'CENT',b'CENT',b'CENT',b'CENT',b'VERM',b'CBX',b'CB'
1025,0,0,b'Lobule II',b'CENT2',b'CENT2',b'CENT2',b'CENT2',b'CENT',b'VERM',b'CBX',b'CB'
1026,0,0,"b'Lobule II, molecular layer'",b'CENT2mo',b'CENT2mo',b'CENT2mo',b'CENT2',b'CENT',b'VERM',b'CBX',b'CB'
1027,0,0,"b'Lobule II, Purkinje layer'",b'CENT2pu',b'CENT2pu',b'CENT2pu',b'CENT2',b'CENT',b'VERM',b'CBX',b'CB'
1028,0,0,"b'Lobule II, granular layer'",b'CENT2gr',b'CENT2gr',b'CENT2gr',b'CENT2',b'CENT',b'VERM',b'CBX',b'CB'
1029,0,0,b'Lobule III',b'CENT3',b'CENT3',b'CENT3',b'CENT3',b'CENT',b'VERM',b'CBX',b'CB'
1030,0,0,"b'Lobule III, molecular layer'",b'CENT3mo',b'CENT3mo',b'CENT3mo',b'CENT3',b'CENT',b'VERM',b'CBX',b'CB'
1031,0,0,"b'Lobule III, Purkinje layer'",b'CENT3pu',b'CENT3pu',b'CENT3pu',b'CENT3',b'CENT',b'VERM',b'CBX',b'CB'
1032,0,0,"b'Lobule III, granular layer'",b'CENT3gr',b'CENT3gr',b'CENT3gr',b'CENT3',b'CENT',b'VERM',b'CBX',b'CB'
1033,0,0,b'Culmen',b'CUL',b'CUL',b'CUL',b'CUL',b'CUL',b'VERM',b'CBX',b'CB'
1034,0,0,b'Lobule IV',b'CUL4',b'CUL4',b'CUL4',b'CUL4',b'CUL',b'VERM',b'CBX',b'CB'
1035,0,0,"b'Lobule IV, molecular layer'",b'CUL4mo',b'CUL4mo',b'CUL4mo',b'CUL4',b'CUL',b'VERM',b'CBX',b'CB'
1036,0,0,"b'Lobule IV, Purkinje layer'",b'CUL4pu',b'CUL4pu',b'CUL4pu',b'CUL4',b'CUL',b'VERM',b'CBX',b'CB'
1037,0,0,"b'Lobule IV, granular layer'",b'CUL4gr',b'CUL4gr',b'CUL4gr',b'CUL4',b'CUL',b'VERM',b'CBX',b'CB'
1038,0,0,b'Lobule V',b'CUL5',b'CUL5',b'CUL5',b'CUL5',b'CUL',b'VERM',b'CBX',b'CB'
1039,0,0,"b'Lobule V, molecular layer'",b'CUL5mo',b'CUL5mo',b'CUL5mo',b'CUL5',b'CUL',b'VERM',b'CBX',b'CB'
1040,0,0,"b'Lobule V, Purkinje layer'",b'CUL5pu',b'CUL5pu',b'CUL5pu',b'CUL5',b'CUL',b'VERM',b'CBX',b'CB'
1041,0,0,"b'Lobule V, granular layer'",b'CUL5gr',b'CUL5gr',b'CUL5gr',b'CUL5',b'CUL',b'VERM',b'CBX',b'CB'
1042,0,0,b'Lobules IV-V',"b'CUL4, 5'","b'CUL4, 5'","b'CUL4, 5'","b'CUL4, 5'",b'CUL',b'VERM',b'CBX',b'CB'
1043,0,0,"b'Lobules IV-V, molecular layer'","b'CUL4, 5mo'","b'CUL4, 5mo'","b'CUL4, 5mo'","b'CUL4, 5'",b'CUL',b'VERM',b'CBX',b'CB'
1044,0,0,"b'Lobules IV-V, Purkinje layer'","b'CUL4, 5pu'","b'CUL4, 5pu'","b'CUL4, 5pu'","b'CUL4, 5'",b'CUL',b'VERM',b'CBX',b'CB'
1045,0,0,"b'Lobules IV-V, granular layer'","b'CUL4, 5gr'","b'CUL4, 5gr'","b'CUL4, 5gr'","b'CUL4, 5'",b'CUL',b'VERM',b'CBX',b'CB'
1046,0,0,b'Declive (VI)',b'DEC',b'DEC',b'DEC',b'DEC',b'DEC',b'VERM',b'CBX',b'CB'
1047,0,0,"b'Declive (VI), molecular layer'",b'DECmo',b'DECmo',b'DECmo',b'DECmo',b'DEC',b'VERM',b'CBX',b'CB'
1048,0,0,"b'Declive (VI), Purkinje layer'",b'DECpu',b'DECpu',b'DECpu',b'DECpu',b'DEC',b'VERM',b'CBX',b'CB'
1049,0,0,"b'Declive (VI), granular layer'",b'DECgr',b'DECgr',b'DECgr',b'DECgr',b'DEC',b'VERM',b'CBX',b'CB'
1050,0,0,b'Folium-tuber vermis (VII)',b'FOTU',b'FOTU',b'FOTU',b'FOTU',b'FOTU',b'VERM',b'CBX',b'CB'
1051,0,0,"b'Folium-tuber vermis (VII), molecular layer'",b'FOTUmo',b'FOTUmo',b'FOTUmo',b'FOTUmo',b'FOTU',b'VERM',b'CBX',b'CB'
1052,0,0,"b'Folium-tuber vermis (VII), Purkinje layer'",b'FOTUpu',b'FOTUpu',b'FOTUpu',b'FOTUpu',b'FOTU',b'VERM',b'CBX',b'CB'
1053,0,0,"b'Folium-tuber vermis (VII), granular layer'",b'FOTUgr',b'FOTUgr',b'FOTUgr',b'FOTUgr',b'FOTU',b'VERM',b'CBX',b'CB'
1054,0,0,b'Pyramus (VIII)',b'PYR',b'PYR',b'PYR',b'PYR',b'PYR',b'VERM',b'CBX',b'CB'
1055,0,0,"b'Pyramus (VIII), molecular layer'",b'PYRmo',b'PYRmo',b'PYRmo',b'PYRmo',b'PYR',b'VERM',b'CBX',b'CB'
1056,0,0,"b'Pyramus (VIII), Purkinje layer'",b'PYRpu',b'PYRpu',b'PYRpu',b'PYRpu',b'PYR',b'VERM',b'CBX',b'CB'
1057,0,0,"b'Pyramus (VIII), granular layer'",b'PYRgr',b'PYRgr',b'PYRgr',b'PYRgr',b'PYR',b'VERM',b'CBX',b'CB'
1058,0,0,b'Uvula (IX)',b'UVU',b'UVU',b'UVU',b'UVU',b'UVU',b'VERM',b'CBX',b'CB'
1059,0,0,"b'Uvula (IX), molecular layer'",b'UVUmo',b'UVUmo',b'UVUmo',b'UVUmo',b'UVU',b'VERM',b'CBX',b'CB'
1060,0,0,"b'Uvula (IX), Purkinje layer'",b'UVUpu',b'UVUpu',b'UVUpu',b'UVUpu',b'UVU',b'VERM',b'CBX',b'CB'
1061,0,0,"b'Uvula (IX), granular layer'",b'UVUgr',b'UVUgr',b'UVUgr',b'UVUgr',b'UVU',b'VERM',b'CBX',b'CB'
1062,0,0,b'Nodulus (X)',b'NOD',b'NOD',b'NOD',b'NOD',b'NOD',b'VERM',b'CBX',b'CB'
1063,0,0,"b'Nodulus (X), molecular layer'",b'NODmo',b'NODmo',b'NODmo',b'NODmo',b'NOD',b'VERM',b'CBX',b'CB'
1064,0,0,"b'Nodulus (X), Purkinje layer'",b'NODpu',b'NODpu',b'NODpu',b'NODpu',b'NOD',b'VERM',b'CBX',b'CB'
1065,0,0,"b'Nodulus (X), granular layer'",b'NODgr',b'NODgr',b'NODgr',b'NODgr',b'NOD',b'VERM',b'CBX',b'CB'
1066,0,0,b'Hemispheric regions',b'HEM',b'HEM',b'HEM',b'HEM',b'HEM',b'HEM',b'CBX',b'CB'
1067,0,0,b'Simple lobule',b'SIM',b'SIM',b'SIM',b'SIM',b'SIM',b'HEM',b'CBX',b'CB'
1068,0,0,"b'Simple lobule, molecular layer'",b'SIMmo',b'SIMmo',b'SIMmo',b'SIMmo',b'SIM',b'HEM',b'CBX',b'CB'
1069,0,0,"b'Simple lobule, Purkinje layer'",b'SIMpu',b'SIMpu',b'SIMpu',b'SIMpu',b'SIM',b'HEM',b'CBX',b'CB'
1070,0,0,"b'Simple lobule, granular layer'",b'SIMgr',b'SIMgr',b'SIMgr',b'SIMgr',b'SIM',b'HEM',b'CBX',b'CB'
1071,0,0,b'Ansiform lobule',b'AN',b'AN',b'AN',b'AN',b'AN',b'HEM',b'CBX',b'CB'
1072,0,0,b'Crus 1',b'ANcr1',b'ANcr1',b'ANcr1',b'ANcr1',b'AN',b'HEM',b'CBX',b'CB'
1073,0,0,"b'Crus 1, molecular layer'",b'ANcr1mo',b'ANcr1mo',b'ANcr1mo',b'ANcr1',b'AN',b'HEM',b'CBX',b'CB'
1074,0,0,"b'Crus 1, Purkinje layer'",b'ANcr1pu',b'ANcr1pu',b'ANcr1pu',b'ANcr1',b'AN',b'HEM',b'CBX',b'CB'
1075,0,0,"b'Crus 1, granular layer'",b'ANcr1gr',b'ANcr1gr',b'ANcr1gr',b'ANcr1',b'AN',b'HEM',b'CBX',b'CB'
1076,0,0,b'Crus 2',b'ANcr2',b'ANcr2',b'ANcr2',b'ANcr2',b'AN',b'HEM',b'CBX',b'CB'
1077,0,0,"b'Crus 2, molecular layer'",b'ANcr2mo',b'ANcr2mo',b'ANcr2mo',b'ANcr2',b'AN',b'HEM',b'CBX',b'CB'
1078,0,0,"b'Crus 2, Purkinje layer'",b'ANcr2pu',b'ANcr2pu',b'ANcr2pu',b'ANcr2',b'AN',b'HEM',b'CBX',b'CB'
1079,0,0,"b'Crus 2, granular layer'",b'ANcr2gr',b'ANcr2gr',b'ANcr2gr',b'ANcr2',b'AN',b'HEM',b'CBX',b'CB'
1080,0,0,b'Paramedian lobule',b'PRM',b'PRM',b'PRM',b'PRM',b'PRM',b'HEM',b'CBX',b'CB'
1081,0,0,"b'Paramedian lobule, molecular layer'",b'PRMmo',b'PRMmo',b'PRMmo',b'PRMmo',b'PRM',b'HEM',b'CBX',b'CB'
1082,0,0,"b'Paramedian lobule, Purkinje layer'",b'PRMpu',b'PRMpu',b'PRMpu',b'PRMpu',b'PRM',b'HEM',b'CBX',b'CB'
1083,0,0,"b'Paramedian lobule, granular layer'",b'PRMgr',b'PRMgr',b'PRMgr',b'PRMgr',b'PRM',b'HEM',b'CBX',b'CB'
